msg_id,user_id,message,comparison_code,machine code,code by Q,Note,
5.41E+17,401450556,"22 Vets die per day by suicide, but it's preventable. Sign the Suicide Prevention for American Veterans Act petition https://t.co/Fdj84fN6cf",0,5,2,,
5.41E+17,26840846,"My favourite response to ""I have depression/anxiety"" is always ""have you tried feeling better?""",0,1,6,reaction to news?,
5.41E+17,221567318,Life is not something to mess around with. At times suicide may seem like the answer but it's not. Please tell someone how you are feeling!,0,1,4,,
5.42E+17,2851708490,"This is so sad! ""@snoswell: Youth suicide: Students counselled after Sydney school girl, 10, takes her own life http://t.co/8rgLOKI6EW",1,6,6,reaction to news,
5.42E+17,1636157888,My Mom's veiw on suicide makes me really uncomfortable and I'm not sure how to feel about it,0,1,6,reaction to news?,
5.42E+17,540968740,@PrincessBeeeee how the fuck are you!?? Post concert depression yet? Lol.,0,3,7,rhetoric,
5.42E+17,19811110,@NYSAnimal depression is a mental illness. Need to get professional help and meds.,0,2,4,,
5.42E+17,77229903,"""@psychologicaI: Girls who have more 'guy friends' than 'girl friends' go through less depression and anxiety."" Stop lying lol",0,3,6,reaction to news?,
5.42E+17,2166882366,So called national media is not interested in drought in Maha or AP. More than 400 hundred farmers committed suicide in recent months.,0,5,6,reaction to news?,
5.43E+17,2833253217,I would rather kill my self than commit suicide,1,3,3,not sure what this is about,
5.43E+17,542306683,Ray J's Girlfriend (Princess) Threatens Suicide After Break-Up 911 Called #LHHH #LHHHollywood http://t.co/NmNZoqt6Ou http://t.co/MOVWBQtaE1,0,3,6,,
5.43E+17,258497572,"3ndi3 u for commit suicide ""@OSBaeta: ""@mr_jabben: We all just want to feel loved""
What if loved doesn't want to feel you?""",1,1,1,maybe risk of emotional disstress,
5.43E+17,2726637379,The Epidemiology of Suicide: Who is most likely to take their own life? http://t.co/ek5w3MSEqP,0,6,4,,
5.43E+17,15652540,"JUST IN: FBI looking into the hanging death of a black North Carolina teen, family questioning the ruling that it was suicide. @AP",1,6,6,,
5.43E+17,216276147,"FBI looking into hanging of black Bladenboro, North Carolina teen that was ruled a suicide http://t.co/6zLMPnHtmO",1,6,6,,
5.44E+17,112727824,Photos Of Boko Haram 13-Year Old Female Suicide Bomber: A 13-year old girl was arrested in Kano wearing an exp... http://t.co/S6GYwvxwpe,1,7,7,,
5.44E+17,438124629,@wocowae FBI Probing Teen's Hanging Originally Ruled a Suicide http://t.co/3SqZH9Bc0t ushed,1,6,6,,
5.44E+17,253009353,Cross the line if you want to commit suicide to teach everyone around you a lesson and make them feel guilty for it.,1,1,1,,
5.44E+17,110309026,http://t.co/kh5TJFCdf4 Majority of veterans who commit suicide have PTSD and are older than 55 years old. http://t.co/zp4x6FfMfA #FREEBOOK,0,5,6,,
5.44E+17,1645080612,"Teen's hanging, ruled a suicide, leaves questions unanswered http://t.co/CFKt3PJF41",1,6,6,,
5.45E+17,2599371554,N.C. teen's hanging death ruled a suicide; mother says it was a lynching http://t.co/wLdQeAmxt4 #news #Gabbarism,1,6,6,,
5.45E+17,384056486,"I'm blamed for things because I have fucking anxiety and slight depression, and they affect the way I think and no one understands that",0,3,1,maybe risk of emotional disstress,
5.45E+17,834459133,IL Review: Alaniz: Throw them out before our nation commits suicide http://t.co/amSxhwId55,0,3,7,rhetoric,
5.45E+17,561547330,The Front Lines of Children‰Ûªs Mental Health: Coordinated Care - http://t.co/tFYSEIPa4Q #ChildWelfare #FosterCare #Suicide,0,4,4&2,,
5.46E+17,44714333,We miss you Robin Williams  #2014In5Words,1,5,5,,
5.46E+17,2916991487,@Usher I suffer from depression and I'm suicidal and listening to your music makes me feel better.,1,1,1,,
5.48E+17,2730307715,THEIR HARMONY COULD CURE DEPRESSION,0,7,3,not sure what this is about,
5.48E+17,2485186640,"According to a British law passed in 1845, attempting to commit suicide was a capital offense. Offenders could be hanged for trying.",1,6,6,,
5.48E+17,2798261472,#Iraq suicide blast kills 33-One Bomber turns himself In-VIDEO of DIFFUSING - http://t.co/Ywp8cYNMMi #guerardmedia disponible en espaÌ±ol,0,3,7,,
5.48E+17,24662980,Mannnnnn. My life. RT @_RoughHouse: Depression killed my personality,0,3,1,maybe risk of emotional disstress,
5.49E+17,1881438108,@idkjacobbb joking about rape n suicide r two different things,0,7,6,reaction to news?,
5.49E+17,2870933655,You never know what people going through inside man but the signs are there pay attention. Depression is real.,0,7,4,,
5.49E+17,95433284,Pressures of Xmas gotten to you? Let's Talk Depression and Anxiety Services can support you http://t.co/zCOPEEhUv4 http://t.co/jE4ot3HNrp,0,1,4,,
5.49E+17,2499272239,Robin Williams' widow to attend Night at The Museum 3 premiere - http://t.co/8daI2gmmN8:  http://t.co/M2RbMBG2Hr #RobinWilliams,0,7,6,,
5.49E+17,2870671938,"Carpe Diem. Seize the day, boys. Make your lives extraordinary. -Robin Williams",1,5,5,,
5.50E+17,411547065,"Man kills wife, commits suicide in Mahikeng http://t.co/GZGUVl3wFF",0,3,6,,
5.50E+17,24599681,Leelah Trans*Girl Suicide. Didn't feel good enough to live. Where would she have heard that? #duggars http://t.co/dPr4YB3Z2Z,0,1,6,,
5.50E+17,2804977893,depression has nothing to do with crying or feeling sad it's so powerful and it's so overwhelming it's the worst feeling,1,1,1,,
5.50E+17,130903737,"#JusticeForLeelahAlcorn Her parents should be the ones she could turn to in her time of need, not the cause of her suicide. Disgusting.",0,7,6,reaction to news?,
5.50E+17,864347654,"Tw suicide mention
You know how some pills say may cause suicidal thoughts in young adults?
They ain't foolin'
(im not rn im just thinking)",1,1,1,not sure if the post is showing the person himself/herself is at risk,
5.50E+17,219595705,DTN Canada: Police seek help finding missing Brampton mom and daughter: BRAMPTON‰ÛÓA Brampton woman and her 2-ye... http://t.co/qPjgLsEKwp,0,5,6,,
5.50E+17,96667740,I'm telling Ya suicide makes you hungry I don't care what anyone says,0,7,1,,
5.51E+17,10685542,Suicide note by Cincinnati-area transgender teen inspires call to help http://t.co/Z79zY0TA2b,0,2,4&6,,
5.51E+17,2524027877,It's pretty freaking sad that I've spend the last week of 2014 in my room in a severe state of depression because my dad is such a d word.,0,7,1,,
5.51E+17,2369312460,As we debate assisted suicide a dispatch from Holland where thousands choose to die each year http://t.co/Sk8pLswUz1 from #dailymail #tns,0,5,6,,
5.51E+17,2926510189,"APNewsBreak: Suicide watch ignored, NY inmate dies: NEW YORK (AP) ‰ÛÓ A mentally ill inmate who hanged himself o... http://t.co/O4PzwCtp2G",1,6,6,,
5.51E+17,1550439127,Mentally Ill Rikers Island Inmate Who Hanged Himself Was Supposed To Be On Suicide Watch http://t.co/wsPBsnw0CH,1,6,6,,
5.51E+17,2847964577,@Independent_ie Please help us to keep our Irish mental health/suicide prevention organisation going by donating at http://t.co/AotfCkhRjh,0,4,2,,
5.52E+17,2944479977,"If Palace fuck I'm going on suicide watch, off for abittt",0,3,1,,
5.53E+17,222542288,"Suicide is a serious thing. If u know anyone who is suicidal, u need to get them help. No 1should be in pain. Every1 should love",0,2,4,,
5.53E+17,163220798,When you sink deeper and deeper into depression,0,7,1,,
5.53E+17,532047506,I haven't ate since yesterday afternoon . smh fuck this stress and depression,0,3,1,,
5.54E+17,2893638407,Guys I need serious help. My nephew tried commuting suicide.. We need all the prayers we can get. I'm just so scared right now.._ÙÕÓ,0,2,4,,
5.54E+17,2896307456,Depression is not a joke so shut up.,0,2,1,or 4??,
5.54E+17,253009260,Bottling up your emotions can lead to depression.,0,7,4,,
5.54E+17,1607763582,#Detroit Girl suicide bomber kills 19 in Nigeria: Girl suicide bomber kills 19 in Nigeria     The bla... http://t.co/NEVwqh3tvH #Ireland,0,3,7,,
5.54E+17,301494570,At least 7 killed in Tripoli suicide attack http://t.co/g2nAJBgHr9 via @DailyStarLeb,0,3,7,,
5.54E+17,1051033290,"@DestinyISaLoser disrespectful cunt glamorising suicide, you little fuck you need to burn",0,3,1,,
5.54E+17,2889571068,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,historical information,
5.55E+17,2926045026,@StoneAleksandra thank you for speaking so candidly about #depression. Really enjoy your #blog. I look forward to seeing more of your #art!,1,4,4,,
5.55E+17,56995406,Second child suicide bombing kills 3 and injures 46 people in Nigeria http://t.co/BzNXwEIpcP #christianitytodayworld #christianity_today_wo,0,3,7,,
5.55E+17,598398993,"parody 5sos used to be the reasons why I kept living now that I'm over depression, It's sad but I feel like I don't need them anymore._Ù÷Ó_Ù÷Ó",0,1,7,overcome depression,
5.55E+17,28871915,If the official who called the fail mary legit has depression and had contemplated suicide then I feel for him but he milked that mistake!,0,1,7,reaction to news?,
5.56E+17,414887689,"#Health #Solution 'Too Skinny': Teen Boys' Body Image Linked With Depression, Steroid Use, Study Finds http://t.co/sOYGK8xAcO #Fit #Workout",0,4,6,or 4??,
5.56E+17,1323218581,Police: 6-Year-Old‰Ûªs Hanging Death Suicide Or Accident åÇ CBS Minnesota http://t.co/AOvh1nWzwt,1,6,6,,
5.56E+17,2258682581,"Suicide bomber hits Gombe state this evening, kills more than 15 http://t.co/C6cfofeQBQ",0,3,7,,
5.57E+17,335600769,‰ÛÏ@Monalitto: What depression feels like _Ù÷» http://t.co/bwk699VrGR‰Ûù,0,1,4,or 1??,
5.57E+17,2797878578,@RepAdrianSmith 62K Indian men commit suicide/year cos laws like #498a! @BarackObama talk 2 @PMOIndia 2 scrap these laws! #StopMarriageBill,0,5,6,,
5.57E+17,2797878578,@SenLandrieu 62K Indian men commit suicide/year cos laws like #498a! @BarackObama talk 2 @PMOIndia 2 scrap these laws! #StopMarriageBill,0,5,6,,
5.57E+17,1652800015,"4 killed, 48 injured in Yobe suicide bombing http://t.co/wKwfy0zH3n",0,3,7,,
5.57E+17,62490967,I believe it's a myth but I usually suffer from depression every #Blue_Monday,0,7,1,,
5.58E+17,1686647509,Do #Christians w/ #anxiety or #depression need to have more #faith or can we seek medical help too? #Sermon about it: http://t.co/Xxlq1vtIoR,0,2,4,,
5.58E+17,814884224,"7 Killed, 26 Wounded in Twin Suicide Bomb Attacks Near Baghdad- http://t.co/CgGsAWfWj4 #terrorist #fb",0,3,7,,
5.58E+17,2993042231,If Dean Fincham follows me I will commit suicide #fuckfincham #childmolester #lowestoflows #wierdopedo,0,3,1,,
5.59E+17,2922460288,"SuperFreakonomics : Global Cooling, Patriotic Prostitutes, and Why Suicide Bombe http://t.co/1AltUClfer http://t.co/IqN2NqXXTA",1,7,7,,
5.59E+17,2425746445,@clairelhall73 Well good for you!! =P I genuinely feel like suicide might be a viable alternative to the way I feel today!! =( xx,1,1,1,,
5.60E+17,17633923,MoJ says Leo Barnes - on trial for murder of Cynthia Beamond - was on suicide watch before being found hanged in cell http://t.co/2rdEINFAuW,1,6,6,,
5.60E+17,2678088791,"Took some online depression tests today,
They all said i need to get medical help as soon as",0,2,1,,
5.60E+17,33394731,"1, 2, Many: Veteran Suicide is live on BlogTalkRadio http://t.co/6Lr31Jby5S",0,4,6,or 1??,
5.60E+17,2200367083,"""I've sent men on suicide missions in two wars now, and let me tell you something; it don't make a Gods' damned bit of difference.""",0,5,7,,
5.60E+17,190943447,"a lot of people who fight depression, anxiety etc often dont even realise that they are actually unwell, &amp; need help.why are we so unaware?",0,2,4,,
5.60E+17,41278047,"Employers, looking at you BELL, need to make it easier for their employees to seek help. #BellLetsTaIk",0,2,4&2,,
5.60E+17,1676957192,"My mom dealt with depression and substance abuse, and suicide. It's not a joke, people need help before it too late #BeIILetsTalk",0,2,4&2,,
5.61E+17,447580174,"@dovenrowan I know, but i visited a website about avoid suicide",1,4,4,,
5.61E+17,17630539,"I'm all for bringing awareness to mental health issues, and urging people to seek help if needed. But not conversion therapy.",1,4,4,,
5.61E+17,2799657141,People die and people are born everyday but its not nice when someone you know commits suicide. Gabriel Navarro was 5 years older than me.,1,5,5,,
5.61E+17,287314062,"@PaigeVBA  I find that oppression is sometimes confused with depression. been there, done tthat. Live by your standards, not others .",0,1,4,,
5.61E+17,1585457324,Alleged pic of man who committed suicide today by jumping from 3rd Mainland bridge into the Lagoon: Earlier to... http://t.co/PLw8jYIpxb,0,5,6,,
5.61E+17,2808214513,"Yes We Need to Help Patients Battling Depression, Not Push Them Into Assisted Suicide http://t.co/v2xcm8YrEG #news #quotes",0,2,4,,
5.62E+17,836763560,#Depression sucks!! One minute you are fine and the next you are so down. I just hate it,0,3,1,,
5.62E+17,2436107673,ERockNG Update: Chimamanda Adichie writes about her struggle with depression http://t.co/yMJ5uPnusL,0,7,4,,
5.62E+17,398449281,"my health class has a unit on mental illnesses but......... only mentions depression, and not anything else ?",0,4,7,learning mental health,
5.62E+17,225145876,Suicide bomber Kills 5 at Popular Market in Gombe State http://t.co/8HFLH7N8wf,0,3,7,,
5.62E+17,2843947717,"Bobbi Kristina Brown Surrounded By Bad Influences Prior To Alleged Suicide Attempt and Drug Overdose, Max Lomas an‰Û_ http://t.co/RKKsrk6wNi",1,6,6,,
5.62E+17,2832673361,"Bobbi Kristina Brown Surrounded By Bad Influences Prior To Alleged Suicide Attempt and Drug Overdose, Max Lomas an‰Û_ http://t.co/lJtIFgkw7A",1,6,6,,
5.63E+17,2867360471,"@RudyHuyn Nadella is not a good CEO and he's making troubles, the porting of office to other platforms is a *suicide*",1,7,7,rhetoric,
5.63E+17,2973580519,"Having negative friends is linked to depression, lowered self esteem, insomnia and anxiety. Positive friends promote good overall health.",1,4,4,,
5.63E+17,2793162526,@irlbadgirI no it's not  suicide buddy  shut up,0,2,6,reaction to news,
5.63E+17,1417691700,"Friend: How do you get rid of the pain? _Ù÷¢
Me: You commit suicide.
I give the best advice ever.",0,4,1,maybe the friend is at risk,
5.64E+17,40452468,"@acv37j @auspropertyscam @martinrev21 not as simple as that, 1/ stamp duty pays for your health care/Pension 2/ it would cause a depression",0,4,3,not sure what this is about,
5.64E+17,2907938977,"You don't have to understand mental illness (depression, anxiety, etc.), but at least show some fucking empathy for those suffering from it",0,3,4,,
5.64E+17,1607957984,#colorado #Delaware Suicide bombings kill 27 in Baghdad: Suicide bombings kill 27 in Baghda... http://t.co/ubPfBD0LhM #Connecticut #Iowa,0,3,7,,
5.64E+17,366729385,#Brazil Suicide bombings kill at least 34 in Baghdad: Suicide bombings kill at least 34 in Baghdad    ... http://t.co/PnQ9vfrrHx #Jappan,0,3,7,,
5.65E+17,1350757447,"Whatever u do today, make part of it #exercise_ÙèÅ#health #healing #anxiety #addiction #AgingInPlace #depression #pain #panic  #Cashinin _ÙÎ_",1,4,4,,
5.65E+17,284305293,"‰ÛÏ@JovonCorrea: Suicide thoughts all in my brain, I wanna kill myself but how is that gonna cure the pain‰Ûù",1,1,1,,
5.65E+17,15927998,What is a #Bipolar Routine? http://t.co/PuBoZdRI60 Breaking Bipolar blog. #mentalhealth #depression #mhsm #mhchat,1,4,4,,
